Time (s),Main Avg Power (mW)
0.2714,830.475
0.2716,824.715
0.2718,806.265
0.2720,793.458
0.2722,730.719
0.2724,751.017
0.2726,810.504
0.2728,824.938
0.2730,813.865
0.2732,804.747
0.2734,821.359
0.2736,824.827
0.2738,810.065
0.2740,846.855
0.2742,835.898
0.2744,809.955
0.2746,787.922
0.2748,795.303
0.2750,808.329
0.2752,800.730
0.2754,815.821
0.2756,813.755
0.2758,786.183
0.2760,810.065
0.2762,813.755
0.2764,804.420
0.2766,793.458
0.2768,830.362
0.2770,832.659
0.2772,821.247
0.2774,819.513
0.2776,836.351
0.2778,821.247
0.2780,808.219
0.2782,810.065
0.2784,795.303
0.2786,795.195
0.2788,830.362
0.2790,846.970
0.2792,806.593
0.2794,802.792
0.2796,872.922
0.2798,836.011
0.2800,848.930
0.2802,810.174
0.2804,815.601
0.2806,808.219
0.2808,813.645
0.2810,811.910
0.2812,815.601
0.2814,821.247
0.2816,843.508
0.2818,824.715
0.2820,821.359
0.2822,824.938
0.2824,828.517
0.2826,830.362
0.2828,843.279
0.2830,839.589
0.2832,837.744
0.2834,834.053
0.2836,854.466
0.2838,852.621
0.2840,847.199
0.2842,849.045
0.2844,867.385
0.2846,867.385
0.2848,865.422
0.2850,859.886
0.2852,859.886
0.2854,1003.816
0.2856,1092.388
0.2858,1116.376
0.2860,1136.674
0.2862,1114.531
0.2864,1107.300
0.2866,1109.146
0.2868,1107.150
0.2870,1108.845
0.2872,1105.305
0.2874,1107.000
0.2876,1111.141
0.2878,892.980
0.2880,834.279
0.2882,813.865
0.2884,810.065
0.2886,727.029
0.2888,741.891
0.2890,810.065
0.2892,822.982
0.2894,817.446
0.2896,804.529
0.2898,837.744
0.2900,812.020
0.2902,810.284
0.2904,821.359
0.2906,837.857
0.2908,821.247
0.2910,789.767
0.2912,793.458
0.2914,811.910
0.2916,804.420
0.2918,832.208
0.2920,802.684
0.2922,786.076
0.2924,802.901
0.2926,817.667
0.2928,812.130
0.2930,789.874
0.2932,821.247
0.2934,822.982
0.2936,815.601
0.2938,828.517
0.2940,833.940
0.2942,810.065
0.2944,812.020
0.2946,804.965
0.2948,789.874
0.2950,784.338
0.2952,808.438
0.2954,815.821
0.2956,808.219
0.2958,806.265
0.2960,857.809
0.2962,835.898
0.2964,817.446
0.2966,810.284
0.2968,815.711
0.2970,810.174
0.2972,811.910
0.2974,817.557
0.2976,811.910
0.2978,830.475
0.2980,846.970
0.2982,811.910
0.2984,811.800
0.2986,810.065
0.2988,815.711
0.2990,819.735
0.2992,817.667
0.2994,817.667
0.2996,813.755
0.2998,819.513
0.3000,834.166
0.3002,822.982
0.3004,809.955
0.3006,811.910
0.3008,817.446
0.3010,817.446
